filename,class_label,confidence,bbox
@lobelia4cosmetics_14430.jpg,vase,0.7715074419975281,"[77.91109466552734, 751.9901733398438, 216.0592041015625, 1166.207763671875]"
@lobelia4cosmetics_14430.jpg,bottle,0.3623773753643036,"[679.98046875, 412.35675048828125, 929.35546875, 995.2262573242188]"
@lobelia4cosmetics_13363.jpg,vase,0.7715074419975281,"[77.91109466552734, 751.9901733398438, 216.0592041015625, 1166.207763671875]"
@lobelia4cosmetics_13363.jpg,bottle,0.3623773753643036,"[679.98046875, 412.35675048828125, 929.35546875, 995.2262573242188]"
@lobelia4cosmetics_15060.jpg,bowl,0.40280240774154663,"[253.95458984375, 577.3956909179688, 773.6153564453125, 992.0396728515625]"
@lobelia4cosmetics_15060.jpg,banana,0.39498811960220337,"[411.2414855957031, 714.8622436523438, 610.66650390625, 812.7927856445312]"
@lobelia4cosmetics_15060.jpg,person,0.34736061096191406,"[299.2619323730469, 28.59320640563965, 712.929443359375, 520.6615600585938]"
@lobelia4cosmetics_15060.jpg,banana,0.29059505462646484,"[592.5950927734375, 791.9216918945312, 635.6781616210938, 824.54833984375]"
@lobelia4cosmetics_15075.jpg,bottle,0.2716655135154724,"[38.26451873779297, 297.7548522949219, 502.4421081542969, 1413.8565673828125]"
@CheMed123_9.jpg,sports ball,0.7105040550231934,"[694.0126342773438, 609.4072875976562, 734.4292602539062, 653.7120361328125]"
@CheMed123_9.jpg,sports ball,0.6207108497619629,"[766.9880981445312, 611.424560546875, 825.2113647460938, 649.6998291015625]"
@CheMed123_9.jpg,sports ball,0.5860218405723572,"[643.5259399414062, 652.7177734375, 689.1270141601562, 695.86865234375]"
@CheMed123_9.jpg,sports ball,0.5472891926765442,"[209.13694763183594, 650.62451171875, 251.0188751220703, 694.556396484375]"
@CheMed123_9.jpg,sports ball,0.4907846450805664,"[743.8048095703125, 591.90478515625, 813.7067260742188, 647.60400390625]"
@CheMed123_9.jpg,sports ball,0.41699525713920593,"[329.06964111328125, 689.7294921875, 386.5746765136719, 737.5806274414062]"
@CheMed123_9.jpg,sports ball,0.3984792232513428,"[703.6019287109375, 579.642822265625, 746.0535278320312, 615.8255004882812]"
@CheMed123_9.jpg,sports ball,0.37645256519317627,"[619.4334716796875, 621.36865234375, 667.976318359375, 665.66552734375]"
@CheMed123_9.jpg,sports ball,0.32782402634620667,"[147.37039184570312, 615.53125, 188.88888549804688, 655.9627075195312]"
@CheMed123_9.jpg,sports ball,0.26782429218292236,"[85.71035766601562, 585.987060546875, 376.057373046875, 688.4763793945312]"
@CheMed123_9.jpg,sports ball,0.2602986693382263,"[148.87417602539062, 595.5419921875, 206.2248077392578, 642.1906127929688]"
@lobelia4cosmetics_14343.jpg,person,0.8925107717514038,"[432.249755859375, 421.728515625, 764.4229736328125, 903.556396484375]"
@lobelia4cosmetics_15049.jpg,person,0.8123046159744263,"[432.0409240722656, 91.65587615966797, 600.2118530273438, 359.85577392578125]"
@lobelia4cosmetics_13389.jpg,book,0.5757170915603638,"[254.1815185546875, 912.3262939453125, 782.5294189453125, 1020.05419921875]"
@lobelia4cosmetics_13389.jpg,person,0.3303629457950592,"[591.4877319335938, 481.1165466308594, 765.7172241210938, 928.6648559570312]"
@lobelia4cosmetics_13160.jpg,person,0.5710251331329346,"[114.70333862304688, 82.6961898803711, 168.25625610351562, 145.86692810058594]"
@lobelia4cosmetics_13160.jpg,banana,0.2561320960521698,"[215.512939453125, 208.82997131347656, 351.7248229980469, 379.5661315917969]"
@lobelia4cosmetics_14155.jpg,orange,0.5362411141395569,"[344.34039306640625, 112.86304473876953, 384.46649169921875, 147.57437133789062]"
@lobelia4cosmetics_14155.jpg,orange,0.3508942127227783,"[206.48939514160156, 111.92366027832031, 259.6702575683594, 146.5347442626953]"
@lobelia4cosmetics_14155.jpg,apple,0.30767616629600525,"[159.52122497558594, 117.94882202148438, 206.6719970703125, 148.37281799316406]"
@lobelia4cosmetics_14155.jpg,apple,0.2706155478954315,"[304.47808837890625, 114.44276428222656, 349.1792297363281, 148.83132934570312]"
@lobelia4cosmetics_13809.jpg,person,0.5710251331329346,"[114.70333862304688, 82.6961898803711, 168.25625610351562, 145.86692810058594]"
@lobelia4cosmetics_13809.jpg,banana,0.2561320960521698,"[215.512939453125, 208.82997131347656, 351.7248229980469, 379.5661315917969]"
@lobelia4cosmetics_14196.jpg,bottle,0.48659849166870117,"[627.4671630859375, 267.3070373535156, 945.47021484375, 1206.007080078125]"
@lobelia4cosmetics_13772.jpg,knife,0.4199000298976898,"[530.6640625, 818.4530639648438, 946.6966552734375, 1087.866943359375]"
@lobelia4cosmetics_14035.jpg,person,0.5420756936073303,"[316.4879150390625, 259.2276611328125, 515.9132690429688, 582.3380737304688]"
@lobelia4cosmetics_13028.jpg,cell phone,0.32223397493362427,"[697.5551147460938, 891.007080078125, 864.2789916992188, 980.3873291015625]"
@lobelia4cosmetics_13028.jpg,remote,0.2883593738079071,"[696.0810546875, 891.3551635742188, 860.283203125, 980.8458251953125]"
@lobelia4cosmetics_13996.jpg,person,0.8619318008422852,"[649.8814086914062, 564.3292236328125, 956.7570190429688, 946.7940673828125]"
@lobelia4cosmetics_13969.jpg,cell phone,0.4441218674182892,"[697.68310546875, 888.2476196289062, 862.7877197265625, 978.2019653320312]"
@lobelia4cosmetics_13969.jpg,remote,0.3316413462162018,"[698.62744140625, 888.3297119140625, 861.5707397460938, 977.111083984375]"
@lobelia4cosmetics_13202.jpg,bowl,0.7577474117279053,"[209.42308044433594, 771.2479858398438, 643.9069213867188, 1041.5338134765625]"
@lobelia4cosmetics_13202.jpg,banana,0.3263435959815979,"[285.33917236328125, 1042.329833984375, 391.35614013671875, 1141.184326171875]"
@lobelia4cosmetics_15101.jpg,vase,0.29241010546684265,"[168.96414184570312, 53.65872573852539, 333.2687072753906, 490.4126892089844]"
@lobelia4cosmetics_14237.jpg,bottle,0.48659849166870117,"[627.4671630859375, 267.3070373535156, 945.47021484375, 1206.007080078125]"
@lobelia4cosmetics_14545.jpg,bottle,0.38727235794067383,"[374.2535095214844, 34.75919723510742, 828.7389526367188, 1145.67919921875]"
@CheMed123_17.jpg,bottle,0.6720287799835205,"[575.3761596679688, 379.7362365722656, 607.6316528320312, 462.8480529785156]"
@CheMed123_17.jpg,bottle,0.43990010023117065,"[610.2593994140625, 513.4443359375, 638.63916015625, 603.27783203125]"
@CheMed123_17.jpg,bottle,0.4357410967350006,"[505.97705078125, 451.3497619628906, 543.1201171875, 547.6717529296875]"
@CheMed123_17.jpg,bottle,0.3714447319507599,"[601.9437255859375, 391.87603759765625, 631.97900390625, 451.93890380859375]"
@CheMed123_17.jpg,bottle,0.36140313744544983,"[547.623046875, 389.8126220703125, 579.0166015625, 458.514404296875]"
@CheMed123_17.jpg,bottle,0.3434310555458069,"[398.1573791503906, 505.85003662109375, 442.1316223144531, 612.2854614257812]"
@CheMed123_17.jpg,refrigerator,0.30497604608535767,"[295.61480712890625, 46.9991455078125, 743.9757690429688, 894.4801025390625]"
@CheMed123_17.jpg,bottle,0.28075459599494934,"[434.1811218261719, 537.0794067382812, 482.2004089355469, 626.1852416992188]"
@CheMed123_17.jpg,bottle,0.26891446113586426,"[400.90625, 287.0186462402344, 442.9393310546875, 370.3299255371094]"
@CheMed123_17.jpg,bottle,0.25823086500167847,"[503.7247314453125, 588.7071533203125, 536.2589111328125, 673.06689453125]"
@CheMed123_29.jpg,person,0.6475878357887268,"[2.850128173828125, 47.043914794921875, 424.4734191894531, 960.228515625]"
@CheMed123_29.jpg,frisbee,0.641223669052124,"[476.0816650390625, 835.8591918945312, 693.897216796875, 1063.279541015625]"
@CheMed123_29.jpg,motorcycle,0.4213320016860962,"[385.9285583496094, 492.7689208984375, 618.4494018554688, 1006.35009765625]"
@lobelia4cosmetics_14553.jpg,vase,0.7715074419975281,"[77.91109466552734, 751.9901733398438, 216.0592041015625, 1166.207763671875]"
@lobelia4cosmetics_14553.jpg,bottle,0.3623773753643036,"[679.98046875, 412.35675048828125, 929.35546875, 995.2262573242188]"
@lobelia4cosmetics_13228.jpg,cup,0.7922067642211914,"[360.2279357910156, 782.3136596679688, 642.0032958984375, 1073.4027099609375]"
@lobelia4cosmetics_14209.jpg,orange,0.5362411141395569,"[344.34039306640625, 112.86304473876953, 384.46649169921875, 147.57437133789062]"
@lobelia4cosmetics_14209.jpg,orange,0.3508942127227783,"[206.48939514160156, 111.92366027832031, 259.6702575683594, 146.5347442626953]"
@lobelia4cosmetics_14209.jpg,apple,0.30767616629600525,"[159.52122497558594, 117.94882202148438, 206.6719970703125, 148.37281799316406]"
@lobelia4cosmetics_14209.jpg,apple,0.2706155478954315,"[304.47808837890625, 114.44276428222656, 349.1792297363281, 148.83132934570312]"
@lobelia4cosmetics_15103.jpg,person,0.8619318008422852,"[649.8814086914062, 564.3292236328125, 956.7570190429688, 946.7940673828125]"
@lobelia4cosmetics_14786.jpg,bottle,0.6814846396446228,"[316.7446594238281, 196.21572875976562, 709.3272705078125, 922.7664184570312]"
@lobelia4cosmetics_14976.jpg,clock,0.6533535122871399,"[297.0356140136719, 174.852294921875, 875.7168579101562, 759.95263671875]"
@lobelia4cosmetics_14976.jpg,donut,0.390348881483078,"[404.6310729980469, 923.9744262695312, 492.1007995605469, 1016.3158569335938]"
@lobelia4cosmetics_14976.jpg,donut,0.3128088712692261,"[616.0308227539062, 964.3838500976562, 712.6167602539062, 1078.1728515625]"
@lobelia4cosmetics_14976.jpg,fork,0.25861459970474243,"[755.2906494140625, 796.0801391601562, 999.2449340820312, 1011.5206909179688]"
@lobelia4cosmetics_14037.jpg,bottle,0.7039796710014343,"[103.48158264160156, 86.27658081054688, 219.12559509277344, 282.19329833984375]"
@lobelia4cosmetics_14037.jpg,bottle,0.6429867744445801,"[236.60765075683594, 132.26878356933594, 274.6091003417969, 263.38653564453125]"
@lobelia4cosmetics_14037.jpg,bottle,0.5827041268348694,"[208.69232177734375, 117.73875427246094, 249.56918334960938, 273.389404296875]"
@lobelia4cosmetics_14037.jpg,bottle,0.5201702117919922,"[262.9370422363281, 143.52969360351562, 302.1852722167969, 257.1150817871094]"
@lobelia4cosmetics_14037.jpg,toilet,0.4739455580711365,"[22.772939682006836, 149.85140991210938, 57.97296905517578, 257.2084655761719]"
@lobelia4cosmetics_14037.jpg,toilet,0.35060256719589233,"[35.41151428222656, 143.1838836669922, 80.00347900390625, 262.056884765625]"
@lobelia4cosmetics_14037.jpg,suitcase,0.2742759585380554,"[73.6666488647461, 110.27613067626953, 107.55977630615234, 268.1214294433594]"
@lobelia4cosmetics_14023.jpg,book,0.2608756721019745,"[0.0, 83.8978271484375, 686.7099609375, 700.5534057617188]"
@lobelia4cosmetics_14023.jpg,bottle,0.2599863111972809,"[360.3750915527344, 89.8822250366211, 636.241943359375, 654.5326538085938]"
@lobelia4cosmetics_13770.jpg,banana,0.32150697708129883,"[833.8380737304688, 428.3164978027344, 923.3379516601562, 526.94189453125]"
@lobelia4cosmetics_13770.jpg,donut,0.2686566114425659,"[504.53411865234375, 675.7697143554688, 586.3819580078125, 745.4719848632812]"
@lobelia4cosmetics_14631.jpg,book,0.5757170915603638,"[254.1815185546875, 912.3262939453125, 782.5294189453125, 1020.05419921875]"
@lobelia4cosmetics_14631.jpg,person,0.3303629457950592,"[591.4877319335938, 481.1165466308594, 765.7172241210938, 928.6648559570312]"
@lobelia4cosmetics_14619.jpg,cake,0.31674498319625854,"[214.05145263671875, 777.7368774414062, 343.3994445800781, 907.9940185546875]"
@lobelia4cosmetics_12917.jpg,bottle,0.48659849166870117,"[627.4671630859375, 267.3070373535156, 945.47021484375, 1206.007080078125]"
@lobelia4cosmetics_14341.jpg,orange,0.5362411141395569,"[344.34039306640625, 112.86304473876953, 384.46649169921875, 147.57437133789062]"
@lobelia4cosmetics_14341.jpg,orange,0.3508942127227783,"[206.48939514160156, 111.92366027832031, 259.6702575683594, 146.5347442626953]"
@lobelia4cosmetics_14341.jpg,apple,0.30767616629600525,"[159.52122497558594, 117.94882202148438, 206.6719970703125, 148.37281799316406]"
@lobelia4cosmetics_14341.jpg,apple,0.2706155478954315,"[304.47808837890625, 114.44276428222656, 349.1792297363281, 148.83132934570312]"
@lobelia4cosmetics_14355.jpg,bowl,0.7577474117279053,"[209.42308044433594, 771.2479858398438, 643.9069213867188, 1041.5338134765625]"
@lobelia4cosmetics_14355.jpg,banana,0.3263435959815979,"[285.33917236328125, 1042.329833984375, 391.35614013671875, 1141.184326171875]"
@lobelia4cosmetics_13374.jpg,cup,0.7922067642211914,"[360.2279357910156, 782.3136596679688, 642.0032958984375, 1073.4027099609375]"
@lobelia4cosmetics_14354.jpg,knife,0.4199000298976898,"[530.6640625, 818.4530639648438, 946.6966552734375, 1087.866943359375]"
@lobelia4cosmetics_14397.jpg,vase,0.7715074419975281,"[77.91109466552734, 751.9901733398438, 216.0592041015625, 1166.207763671875]"
@lobelia4cosmetics_14397.jpg,bottle,0.3623773753643036,"[679.98046875, 412.35675048828125, 929.35546875, 995.2262573242188]"
@lobelia4cosmetics_14618.jpg,bowl,0.40280240774154663,"[253.95458984375, 577.3956909179688, 773.6153564453125, 992.0396728515625]"
@lobelia4cosmetics_14618.jpg,banana,0.39498811960220337,"[411.2414855957031, 714.8622436523438, 610.66650390625, 812.7927856445312]"
@lobelia4cosmetics_14618.jpg,person,0.34736061096191406,"[299.2619323730469, 28.59320640563965, 712.929443359375, 520.6615600585938]"
@lobelia4cosmetics_14618.jpg,banana,0.29059505462646484,"[592.5950927734375, 791.9216918945312, 635.6781616210938, 824.54833984375]"
@lobelia4cosmetics_14630.jpg,bottle,0.48659849166870117,"[627.4671630859375, 267.3070373535156, 945.47021484375, 1206.007080078125]"
@lobelia4cosmetics_14181.jpg,orange,0.5362411141395569,"[344.34039306640625, 112.86304473876953, 384.46649169921875, 147.57437133789062]"
@lobelia4cosmetics_14181.jpg,orange,0.3508942127227783,"[206.48939514160156, 111.92366027832031, 259.6702575683594, 146.5347442626953]"
@lobelia4cosmetics_14181.jpg,apple,0.30767616629600525,"[159.52122497558594, 117.94882202148438, 206.6719970703125, 148.37281799316406]"
@lobelia4cosmetics_14181.jpg,apple,0.2706155478954315,"[304.47808837890625, 114.44276428222656, 349.1792297363281, 148.83132934570312]"
@lobelia4cosmetics_13771.jpg,bowl,0.40280240774154663,"[253.95458984375, 577.3956909179688, 773.6153564453125, 992.0396728515625]"
@lobelia4cosmetics_13771.jpg,banana,0.39498811960220337,"[411.2414855957031, 714.8622436523438, 610.66650390625, 812.7927856445312]"
@lobelia4cosmetics_13771.jpg,person,0.34736061096191406,"[299.2619323730469, 28.59320640563965, 712.929443359375, 520.6615600585938]"
@lobelia4cosmetics_13771.jpg,banana,0.29059505462646484,"[592.5950927734375, 791.9216918945312, 635.6781616210938, 824.54833984375]"
@lobelia4cosmetics_13017.jpg,frisbee,0.4878710210323334,"[857.53271484375, 487.2852783203125, 976.520751953125, 544.933837890625]"
@lobelia4cosmetics_14744.jpg,bowl,0.40280240774154663,"[253.95458984375, 577.3956909179688, 773.6153564453125, 992.0396728515625]"
@lobelia4cosmetics_14744.jpg,banana,0.39498811960220337,"[411.2414855957031, 714.8622436523438, 610.66650390625, 812.7927856445312]"
@lobelia4cosmetics_14744.jpg,person,0.34736061096191406,"[299.2619323730469, 28.59320640563965, 712.929443359375, 520.6615600585938]"
@lobelia4cosmetics_14744.jpg,banana,0.29059505462646484,"[592.5950927734375, 791.9216918945312, 635.6781616210938, 824.54833984375]"
@lobelia4cosmetics_14750.jpg,vase,0.7715074419975281,"[77.91109466552734, 751.9901733398438, 216.0592041015625, 1166.207763671875]"
@lobelia4cosmetics_14750.jpg,bottle,0.3623773753643036,"[679.98046875, 412.35675048828125, 929.35546875, 995.2262573242188]"
@lobelia4cosmetics_13759.jpg,bottle,0.7039796710014343,"[103.48158264160156, 86.27658081054688, 219.12559509277344, 282.19329833984375]"
@lobelia4cosmetics_13759.jpg,bottle,0.6429867744445801,"[236.60765075683594, 132.26878356933594, 274.6091003417969, 263.38653564453125]"
@lobelia4cosmetics_13759.jpg,bottle,0.5827041268348694,"[208.69232177734375, 117.73875427246094, 249.56918334960938, 273.389404296875]"
@lobelia4cosmetics_13759.jpg,bottle,0.5201702117919922,"[262.9370422363281, 143.52969360351562, 302.1852722167969, 257.1150817871094]"
@lobelia4cosmetics_13759.jpg,toilet,0.4739455580711365,"[22.772939682006836, 149.85140991210938, 57.97296905517578, 257.2084655761719]"
@lobelia4cosmetics_13759.jpg,toilet,0.35060256719589233,"[35.41151428222656, 143.1838836669922, 80.00347900390625, 262.056884765625]"
@lobelia4cosmetics_13759.jpg,suitcase,0.2742759585380554,"[73.6666488647461, 110.27613067626953, 107.55977630615234, 268.1214294433594]"
@lobelia4cosmetics_14977.jpg,bowl,0.40280240774154663,"[253.95458984375, 577.3956909179688, 773.6153564453125, 992.0396728515625]"
@lobelia4cosmetics_14977.jpg,banana,0.39498811960220337,"[411.2414855957031, 714.8622436523438, 610.66650390625, 812.7927856445312]"
@lobelia4cosmetics_14977.jpg,person,0.34736061096191406,"[299.2619323730469, 28.59320640563965, 712.929443359375, 520.6615600585938]"
@lobelia4cosmetics_14977.jpg,banana,0.29059505462646484,"[592.5950927734375, 791.9216918945312, 635.6781616210938, 824.54833984375]"
@lobelia4cosmetics_14787.jpg,book,0.34999772906303406,"[135.73089599609375, 174.4535675048828, 377.1490173339844, 583.3983154296875]"
@lobelia4cosmetics_14793.jpg,vase,0.7715074419975281,"[77.91109466552734, 751.9901733398438, 216.0592041015625, 1166.207763671875]"
@lobelia4cosmetics_14793.jpg,bottle,0.3623773753643036,"[679.98046875, 412.35675048828125, 929.35546875, 995.2262573242188]"
@lobelia4cosmetics_13573.jpg,person,0.5420756936073303,"[316.4879150390625, 259.2276611328125, 515.9132690429688, 582.3380737304688]"
@lobelia4cosmetics_13567.jpg,bowl,0.6743338108062744,"[143.38214111328125, 512.3834838867188, 663.4861450195312, 971.2205200195312]"
@lobelia4cosmetics_14208.jpg,bottle,0.4215274751186371,"[565.431884765625, 156.8905029296875, 929.4454345703125, 1261.6090087890625]"
@lobelia4cosmetics_15116.jpg,bottle,0.7039796710014343,"[103.48158264160156, 86.27658081054688, 219.12559509277344, 282.19329833984375]"
@lobelia4cosmetics_15116.jpg,bottle,0.6429867744445801,"[236.60765075683594, 132.26878356933594, 274.6091003417969, 263.38653564453125]"
@lobelia4cosmetics_15116.jpg,bottle,0.5827041268348694,"[208.69232177734375, 117.73875427246094, 249.56918334960938, 273.389404296875]"
@lobelia4cosmetics_15116.jpg,bottle,0.5201702117919922,"[262.9370422363281, 143.52969360351562, 302.1852722167969, 257.1150817871094]"
@lobelia4cosmetics_15116.jpg,toilet,0.4739455580711365,"[22.772939682006836, 149.85140991210938, 57.97296905517578, 257.2084655761719]"
@lobelia4cosmetics_15116.jpg,toilet,0.35060256719589233,"[35.41151428222656, 143.1838836669922, 80.00347900390625, 262.056884765625]"
@lobelia4cosmetics_15116.jpg,suitcase,0.2742759585380554,"[73.6666488647461, 110.27613067626953, 107.55977630615234, 268.1214294433594]"
@lobelia4cosmetics_13201.jpg,knife,0.4199000298976898,"[530.6640625, 818.4530639648438, 946.6966552734375, 1087.866943359375]"
@lobelia4cosmetics_13229.jpg,book,0.6187880635261536,"[610.1285400390625, 311.0445556640625, 792.095458984375, 976.492919921875]"
@lobelia4cosmetics_13229.jpg,book,0.25749513506889343,"[391.49188232421875, 282.4606628417969, 610.2190551757812, 1088.19873046875]"
@CheMed123_38.jpg,baseball bat,0.34146037697792053,"[52.84862518310547, 134.66183471679688, 548.3616333007812, 442.42822265625]"
@CheMed123_38.jpg,baseball bat,0.28054308891296387,"[84.10240936279297, 251.0784454345703, 591.642333984375, 540.8544921875]"
@lobelia4cosmetics_13588.jpg,bowl,0.7582133412361145,"[140.74212646484375, 185.9703369140625, 275.1917419433594, 299.84765625]"
@lobelia4cosmetics_14581.jpg,spoon,0.3182244896888733,"[306.7469177246094, 311.8503112792969, 379.7357482910156, 528.9886474609375]"
@lobelia4cosmetics_13563.jpg,orange,0.3776915967464447,"[708.81640625, 438.49896240234375, 836.3057861328125, 518.2467041015625]"
@lobelia4cosmetics_13563.jpg,orange,0.37717509269714355,"[288.88043212890625, 315.7072448730469, 462.0196838378906, 399.25372314453125]"
@lobelia4cosmetics_13563.jpg,orange,0.3382394313812256,"[163.5171661376953, 337.1051330566406, 335.8289794921875, 406.6592102050781]"
@lobelia4cosmetics_13563.jpg,orange,0.2558870017528534,"[806.214599609375, 404.1974792480469, 983.961181640625, 505.0699768066406]"
@lobelia4cosmetics_14218.jpg,person,0.7477002143859863,"[167.79409790039062, 257.669189453125, 281.5342102050781, 424.9466857910156]"
@lobelia4cosmetics_14218.jpg,bottle,0.5372610092163086,"[322.3328857421875, 63.82594680786133, 474.91796875, 539.0230712890625]"
@lobelia4cosmetics_14218.jpg,person,0.2566927969455719,"[326.70318603515625, 362.6623840332031, 380.2070007324219, 449.79571533203125]"
@lobelia4cosmetics_13211.jpg,orange,0.3776915967464447,"[708.81640625, 438.49896240234375, 836.3057861328125, 518.2467041015625]"
@lobelia4cosmetics_13211.jpg,orange,0.37717509269714355,"[288.88043212890625, 315.7072448730469, 462.0196838378906, 399.25372314453125]"
@lobelia4cosmetics_13211.jpg,orange,0.3382394313812256,"[163.5171661376953, 337.1051330566406, 335.8289794921875, 406.6592102050781]"
@lobelia4cosmetics_13211.jpg,orange,0.2558870017528534,"[806.214599609375, 404.1974792480469, 983.961181640625, 505.0699768066406]"
@lobelia4cosmetics_13239.jpg,clock,0.30229243636131287,"[274.69268798828125, 2.7355194091796875, 709.4801635742188, 1000.0]"
@lobelia4cosmetics_14230.jpg,person,0.5420756936073303,"[316.4879150390625, 259.2276611328125, 515.9132690429688, 582.3380737304688]"
@lobelia4cosmetics_14973.jpg,person,0.8925107717514038,"[432.249755859375, 421.728515625, 764.4229736328125, 903.556396484375]"
@lobelia4cosmetics_14967.jpg,vase,0.7715074419975281,"[77.91109466552734, 751.9901733398438, 216.0592041015625, 1166.207763671875]"
@lobelia4cosmetics_14967.jpg,bottle,0.3623773753643036,"[679.98046875, 412.35675048828125, 929.35546875, 995.2262573242188]"
@lobelia4cosmetics_13946.jpg,knife,0.4199000298976898,"[530.6640625, 818.4530639648438, 946.6966552734375, 1087.866943359375]"
@lobelia4cosmetics_13952.jpg,orange,0.5362411141395569,"[344.34039306640625, 112.86304473876953, 384.46649169921875, 147.57437133789062]"
@lobelia4cosmetics_13952.jpg,orange,0.3508942127227783,"[206.48939514160156, 111.92366027832031, 259.6702575683594, 146.5347442626953]"
@lobelia4cosmetics_13952.jpg,apple,0.30767616629600525,"[159.52122497558594, 117.94882202148438, 206.6719970703125, 148.37281799316406]"
